iter	Logloss
131	0.06336807478
132	0.06324515797
133	0.06310295814
134	0.06290589981
135	0.06275741334
136	0.06239445464
137	0.06221521783
138	0.06190909515
139	0.06156371432
140	0.06140405855
141	0.06102852028
142	0.06073399753
143	0.06053752431
144	0.06035835625
145	0.06005477087
146	0.05985323087
147	0.05942158287
148	0.05916324003
149	0.05880929893
150	0.05872806007
151	0.05850775607
152	0.05843078122
153	0.05820138543
154	0.05806302507
155	0.05794534722
156	0.05775453963
157	0.05752186097
158	0.05738375869
159	0.0573071284
160	0.05718033793
161	0.05705764801
162	0.05694897842
163	0.05685820057
164	0.05673035085
165	0.05658849523
166	0.05642713355
167	0.05627636283
168	0.05608276587
169	0.05599449878
170	0.05583379558
171	0.0557109281
172	0.05563724179
173	0.05552802656
174	0.05539399249
175	0.05534680426
176	0.05524243633
177	0.05515505252
178	0.05505655378
179	0.05494281864
180	0.05472506492
181	0.05462432167
182	0.05452644396
183	0.05428557301
184	0.05406438551
185	0.05386076766
186	0.05373053932
187	0.0536092944
188	0.05358076963
189	0.053426794
190	0.05326744289
191	0.05314491186
192	0.05308256289
193	0.05293220125
194	0.05284618247
195	0.0526722111
196	0.05253482105
197	0.05245596581
198	0.05238109934
199	0.05231993184
200	0.05224861471
201	0.05210294636
202	0.05194602948
203	0.05183495616
204	0.05170105959
205	0.05159467606
206	0.05145314881
207	0.05135570408
208	0.05120040143
209	0.05112534443
210	0.05103939466
211	0.05098899928
212	0.05085204742
213	0.05068511454
214	0.05052516768
215	0.05038064089
216	0.05031891185
217	0.05023167109
218	0.05015505234
219	0.04997265141
220	0.04980084802
221	0.04974809628
222	0.04963955525
223	0.04954602511
224	0.04943507913
225	0.04933401679
226	0.04923449267
227	0.04916600854
228	0.04911967956
229	0.04896054856
230	0.0488935063
231	0.04884727707
232	0.04873645379
233	0.04856992877
234	0.04852415918
235	0.04841304886
236	0.04830938516
237	0.04826640213
238	0.04822587898
239	0.04813919455
240	0.04803366521
241	0.04796944204
242	0.04789116959
243	0.04781208941
244	0.04772709226
245	0.04770028907
246	0.04767100469
247	0.04759252139
248	0.04753043737
249	0.04739743249
250	0.04734284377
251	0.04729731661
252	0.04725690756
253	0.04718889593
254	0.04702330315
255	0.04692978269
256	0.04685050374
257	0.04681944592
258	0.04674676204
259	0.04670589889
260	0.04662897722
261	0.04653963874
262	0.0464691002
263	0.04636253503
264	0.04632792795
265	0.04630314202
266	0.04619813405
267	0.04616808675
268	0.04603197741
269	0.04590384576
270	0.04587895388
271	0.04584523678
272	0.04577360178
273	0.04571776723
274	0.0456526002
275	0.04554980116
276	0.0454941151
277	0.0454188038
278	0.04536863194
279	0.04534994846
280	0.04526536694
281	0.04524430905
282	0.04512675734
283	0.04503448409
284	0.04493233658
285	0.04486046212
286	0.04480445934
287	0.04470149635
288	0.0446695325
289	0.04464423803
290	0.0445814388
291	0.04449947415
292	0.04445975527
293	0.0443484833
294	0.04427852115
295	0.04416133734
296	0.04408914613
297	0.04400176909
298	0.04391108255
299	0.04385830561
300	0.04378034999
301	0.04374509139
302	0.04363017233
303	0.04357616936
304	0.04352816258
305	0.04343380103
306	0.04339001114
307	0.04332967264
308	0.04331983825
309	0.04328552763
310	0.04325454919
311	0.04325445384
312	0.04315910694
313	0.04312240359
314	0.04305350201
315	0.04295247399
316	0.04293885468
317	0.04287502351
318	0.04283540692
319	0.04278316506
320	0.04269660766
321	0.04261870328
322	0.04260303131
323	0.0425363015
324	0.04249345717
325	0.04240217083
326	0.04239543529
327	0.04233986157
328	0.04229858944
329	0.04223246346
330	0.0422081145
331	0.04217765519
332	0.0421148295
333	0.0420673633
334	0.04201097803
335	0.04192668509
336	0.04187780187
337	0.04179789516
338	0.04176151348
339	0.04167292986
340	0.04164677985
341	0.04161289056
342	0.04155429733
343	0.0414917657
344	0.04145951494
345	0.04141644812
346	0.04140090579
347	0.0413593379
348	0.04131661538
349	0.04125908858
350	0.04124964087
351	0.04112800231
352	0.04106534869
353	0.04098836616
354	0.04094235136
355	0.04084037627
356	0.04080051166
357	0.04078038215
358	0.04071617908
359	0.04069057737
360	0.04058148272
361	0.04050224879
362	0.04042995955
363	0.04034330944
364	0.04030268464
365	0.04021302568
366	0.04018042533
367	0.04011246393
368	0.04006991084
369	0.04005491156
370	0.04003114003
371	0.03999175482
372	0.03996648148
373	0.03996647883
374	0.03995342636
375	0.0398640709
376	0.03978335906
377	0.03972611148
378	0.03967683097
379	0.03966461273
380	0.03961575329
381	0.0395870977
382	0.03955504383
383	0.03949742265
384	0.03945206742
385	0.03940611259
386	0.03936938131
387	0.0393206755
388	0.03930298529
389	0.03927475069
390	0.03923543432
391	0.03919063265
392	0.03913284737
393	0.03909517318
394	0.03902324153
395	0.03900937328
396	0.03896862667
397	0.03893873155
398	0.03886432075
399	0.03881912179
400	0.03877655816
401	0.03873865089
402	0.03870439079
403	0.03867214898
404	0.038634283
405	0.03856092362
406	0.03852926969
407	0.03851588879
408	0.03848407868
409	0.03841450432
410	0.03840197624
411	0.03837646986
412	0.03835451267
413	0.03832001843
414	0.03825661533
415	0.03823639565
416	0.03821743663
417	0.03815700007
418	0.03812889272
419	0.03803450865
420	0.03800953731
421	0.03797931638
422	0.03794361799
423	0.03791728249
424	0.03786860319
425	0.03785252229
426	0.037807959
427	0.03776423003
428	0.03768899283
429	0.03765172915
430	0.03759499273
431	0.03758446178
432	0.03753744836
433	0.03749732948
434	0.03747683701
435	0.03744077051
436	0.03738265153
437	0.03726772191
438	0.03721180663
439	0.03715780887
440	0.03705459687
441	0.03700973958
442	0.03699057405
443	0.0369749524
444	0.03696612714
445	0.0369041888
446	0.03688279578
447	0.03681971587
448	0.03677890835
449	0.03676879056
450	0.0367093181
451	0.03668582735
452	0.03664653746
453	0.03661332619
454	0.0365876635
455	0.03655580474
456	0.03651167047
457	0.03646780642
458	0.03645074653
459	0.03642285907
460	0.03637814208
461	0.03636872883
462	0.03632774119
463	0.03627766615
464	0.03623226324
465	0.03621241436
466	0.036164776
467	0.0361397464
468	0.03610821969
469	0.03608632077
470	0.03605915901
471	0.03604901739
472	0.03602538626
473	0.03598095002
474	0.03592752177
475	0.03589316629
476	0.03585063713
477	0.03578971851
478	0.03575404139
479	0.03570792865
480	0.03565246357
481	0.0356420147
482	0.03562364377
483	0.03560117801
484	0.03558583711
485	0.03554219558
486	0.03552693149
487	0.03551105027
488	0.03550599138
489	0.03548099885
490	0.03544181494
491	0.03541210517
492	0.0353775722
493	0.03535844646
494	0.03531994054
495	0.03529825354
496	0.03525887884
497	0.03522425058
498	0.03519799207
499	0.03516388818
500	0.03511914743
501	0.03507733872
502	0.03501462697
503	0.03498208054
504	0.03492120165
505	0.03486264032
506	0.03484255042
507	0.03481262084
508	0.03478257999
509	0.03475263719
510	0.03471991857
511	0.03468356078
512	0.03466611154
513	0.03463558513
514	0.03461738097
515	0.03457347189
516	0.03453389065
517	0.03450861472
518	0.03445568436
519	0.03443640757
520	0.03440258446
521	0.03437979825
522	0.03434231208
523	0.03431999465
524	0.03429163833
525	0.03425568464
526	0.03423849499
527	0.03420541883
528	0.03415552384
529	0.0341336673
530	0.03410605792
531	0.03407839292
532	0.03406449023
533	0.03404424133
534	0.03399300615
535	0.03396765341
536	0.03393001366
537	0.03390680896
538	0.03389284797
539	0.0338649843
540	0.03385170669
541	0.03384053739
542	0.03381364845
543	0.03378991667
544	0.03376679408
545	0.03375333902
546	0.03373796104
547	0.0337224983
548	0.03367015332
549	0.03364983829
550	0.03361039481
551	0.03356149841
552	0.0335424918
553	0.03352956113
554	0.03351694297
555	0.0334930735
556	0.03346387223
557	0.03343596356
558	0.0334147374
559	0.03337090248
560	0.03332169878
561	0.03329732868
562	0.03328197716
563	0.03325570535
564	0.03324427113
565	0.03320298685
566	0.03318623691
567	0.0331514603
568	0.03313368957
569	0.03311687338
570	0.03309353096
571	0.0330773319
572	0.03305144411
573	0.03303162175
574	0.03300661863
575	0.03299199284
576	0.03297682145
577	0.03296426692
578	0.03293380758
579	0.03292161591
580	0.03287285718
581	0.03283856798
582	0.03282795225
583	0.03281613668
584	0.03278478481
585	0.03276122782
586	0.03274288337
587	0.03272337087
588	0.03271189169
589	0.03266631132
590	0.03265512881
591	0.03264136117
592	0.03261138389
593	0.03259319839
594	0.03257615442
595	0.0325625987
596	0.03255185848
597	0.03253861531
598	0.03252825119
599	0.03249532071
600	0.03248262842
601	0.03246607972
602	0.03245388534
603	0.032441254
604	0.03242909941
605	0.03241919092
606	0.03239575844
607	0.03238627362
608	0.03235689231
609	0.03234563558
610	0.03231429695
611	0.0322907188
612	0.03227967131
613	0.03226961709
614	0.03225985157
615	0.03224797247
616	0.03222164239
617	0.03221215497
618	0.03219010244
619	0.03216850546
620	0.03214077154
621	0.03211622128
622	0.03209033084
623	0.03207277304
624	0.03205513845
625	0.03202589749
626	0.03201056721
627	0.03198235395
628	0.03197309167
629	0.03196252885
630	0.03195346787
631	0.03194457378
632	0.03192758279
633	0.03189836834
634	0.03188137737
635	0.0318670959
636	0.03184015927
637	0.03183164656
638	0.03182153145
639	0.03180962054
640	0.03179050001
641	0.03176302574
642	0.03175163393
643	0.03173400199
644	0.03172178913
645	0.03170286458
646	0.03167923869
647	0.03166541814
648	0.03165737423
649	0.0316410401
650	0.03161156516
651	0.03160373047
652	0.03156814435
653	0.0315523267
654	0.03153204875
655	0.0315224289
656	0.03151374138
657	0.0314977913
658	0.03148656108
659	0.03146535346
660	0.03145790814
661	0.03144941397
662	0.03144224941
663	0.03143430085
664	0.03142023395
665	0.03140223288
666	0.03135320666
667	0.03133279363
668	0.03131534698
669	0.0312868821
670	0.03126008055
671	0.03125241805
672	0.03123271485
673	0.03119923083
674	0.03118468979
675	0.03117811856
676	0.03116053427
677	0.03114147998
678	0.03112457901
679	0.03110598294
680	0.03109188161
681	0.03107549447
682	0.03106506679
683	0.03104984241
684	0.03104276528
685	0.03102472278
686	0.03100715173
687	0.03099335496
688	0.03098649496
689	0.03097260552
690	0.0309659336
691	0.03095297648
692	0.03093562256
693	0.03091961948
694	0.03089582941
695	0.03088405887
696	0.0308665355
697	0.03085767846
698	0.03085115222
699	0.03083778721
700	0.03083142783
701	0.030824401
702	0.03081820585
703	0.03079229154
704	0.03075718387
705	0.03074021142
706	0.03072715365
707	0.03068235992
708	0.03065065046
709	0.0306445533
710	0.03063002283
711	0.0306133894
712	0.03060749883
713	0.03059712939
714	0.0305843117
715	0.0305451013
716	0.03053935376
717	0.03053333871
718	0.0305212715
719	0.0305062193
720	0.03049094462
721	0.0304744569
722	0.03046924968
723	0.0304628479
724	0.03045458151
725	0.03044213819
726	0.03043741302
727	0.03042117686
728	0.03040344159
729	0.03038941436
730	0.03038377807
731	0.0303718301
732	0.03034996032
733	0.03033161054
734	0.03031630938
735	0.03029861125
736	0.03026566487
737	0.0302533911
738	0.03022106709
739	0.0302079431
740	0.0301924115
741	0.03018051648
742	0.03013971425
743	0.03013426071
744	0.03011587918
745	0.03009827367
746	0.03009051049
747	0.03007746334
748	0.03006364276
749	0.03005001286
750	0.03003332645
751	0.03002671546
752	0.0300008224
753	0.02998884789
754	0.02995073138
755	0.02992603815
756	0.02992089979
757	0.02990559333
758	0.02989229188
759	0.02988522532
760	0.02987235822
761	0.02985632871
762	0.02984046338
763	0.02983540449
764	0.02982585348
765	0.02980858438
766	0.02977817801
767	0.0297700467
768	0.02975450981
769	0.02973425039
770	0.02972699578
771	0.02971924587
772	0.02970680523
773	0.02970006975
774	0.02968793635
775	0.02967331853
776	0.02966800272
777	0.0296636775
778	0.02964061583
779	0.02963536094
780	0.02961208738
781	0.02959831977
782	0.02958506335
783	0.029574784
784	0.02956995024
785	0.02955821413
786	0.0295324058
787	0.02951497248
788	0.02950746095
789	0.02947687454
790	0.0294584056
791	0.02942929975
792	0.02941482225
793	0.02939894103
794	0.02939440657
795	0.02937968015
796	0.02936744781
797	0.02936012433
798	0.02934493438
799	0.02932262492
800	0.0293180984
801	0.02928950373
802	0.02928246896
803	0.02926872781
804	0.02924400547
805	0.02923861812
806	0.0292259444
807	0.0292092421
808	0.02919698687
809	0.0291695523
810	0.02916355049
811	0.02915495037
812	0.02913917245
813	0.02912908642
814	0.02912529357
815	0.02911113132
816	0.02909318149
817	0.02907344386
818	0.02906001786
819	0.02905324001
820	0.02904284146
821	0.02901210143
822	0.02900601748
823	0.02898514889
824	0.02895369634
825	0.0289393169
826	0.02891771992
827	0.02887411014
828	0.02886834933
829	0.02884853754
830	0.0288367617
831	0.02883140616
832	0.0288135729
833	0.02879646801
834	0.02876790777
835	0.02876232445
836	0.02875690534
837	0.02874420778
838	0.02872893575
839	0.02871684738
840	0.02870564365
841	0.02870045232
842	0.02867135706
843	0.028646248
844	0.02864122089
845	0.02863041711
846	0.02860463264
847	0.02859700987
848	0.02857279339
849	0.02854823789
850	0.02853651768
851	0.02853173424
852	0.02852225478
853	0.02850796804
854	0.02848877338
855	0.02846575673
856	0.02845297972
857	0.02843917503
858	0.02842872881
859	0.02842299711
860	0.02840408055
861	0.02837980054
862	0.02837069188
863	0.02836435899
864	0.02834226405
865	0.0283289573
866	0.02831940632
867	0.02830646244
868	0.02828328691
869	0.02827746521
870	0.02825194825
871	0.02822670673
872	0.02821733851
873	0.02820955417
874	0.02820340933
875	0.02817587147
876	0.02815226948
877	0.02814456992
878	0.02814156372
879	0.02813684385
880	0.02812977197
881	0.02811823445
882	0.02810345507
883	0.02807952729
884	0.02805600741
885	0.02805149414
886	0.02804811183
887	0.02803354166
888	0.02802196447
889	0.02801871195
890	0.02801177249
891	0.0279994272
892	0.02797290642
893	0.02796423478
894	0.02795757876
895	0.02795159285
896	0.027936244
897	0.02791427357
898	0.0278918052
899	0.0278668471
900	0.02784827487
901	0.02784108383
902	0.02783661028
903	0.02782829622
904	0.02782409283
905	0.02780246937
906	0.02778800517
907	0.02778229736
908	0.02777161542
909	0.02776717895
910	0.0277573843
911	0.0277424407
912	0.02773279437
913	0.02771801495
914	0.02770845867
915	0.02768815953
916	0.02768256561
917	0.02767325301
918	0.02766714693
919	0.0276575986
920	0.02765339257
921	0.02764557912
922	0.02762905428
923	0.02760836311
924	0.02760279833
925	0.02758680587
926	0.02757777402
927	0.0275737428
928	0.02756452025
929	0.02755769207
930	0.02755232064
931	0.02753064423
932	0.02751902202
933	0.02751375123
934	0.02749181786
935	0.0274842666
936	0.02746886213
937	0.02746002628
938	0.02745494355
939	0.02743382071
940	0.02741896717
941	0.02741268987
942	0.02740489758
943	0.02740087166
944	0.02739207289
945	0.02738346483
946	0.02737213396
947	0.02735416032
948	0.02733696538
949	0.02733293946
950	0.02731245226
951	0.0273060267
952	0.02729521229
953	0.02728487461
954	0.02726438741
955	0.02725811015
956	0.02723505113
957	0.0272312265
958	0.02722136298
959	0.02721213513
960	0.02720851445
961	0.02719966536
962	0.02719260939
963	0.02718298422
964	0.02717704333
965	0.02717086936
966	0.02715431801
967	0.02714353012
968	0.02713117162
969	0.02712279133
970	0.02711888724
971	0.02711166706
972	0.02708932844
973	0.02708681754
974	0.02707822804
975	0.02707476363
976	0.02706750372
977	0.02706048748
978	0.02703698611
979	0.02702566054
980	0.02701762196
981	0.02701022697
982	0.02700097526
983	0.02699290487
984	0.0269785678
985	0.02697320167
986	0.02696490614
987	0.02695697878
988	0.02694311317
989	0.02693651807
990	0.02692921313
991	0.02690913118
992	0.02688659129
993	0.02687888906
994	0.02687205823
995	0.0268661915
996	0.02686265292
997	0.0268545375
998	0.02683497733
999	0.02682701288
